customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5823-ABCDE,Female,0,No,No,25,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),44.59,1211.75,Yes
1072-ABCDE,Male,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,69.0,1210.69,No
0719-ABCDE,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.43,710.45,No
2365-ABCDE,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.57,124.32,Yes
1506-ABCDE,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.34,341.13,No
0671-ABCDE,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,52.17,200.78,No
4222-ABCDE,Female,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.88,514.38,No
5633-ABCDE,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62.04,377.15,Yes
4031-ABCDE,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.6,2613.8,Yes
0898-ABCDE,Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),56.97,2001.3,No
5668-ABCDE,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.11,2928.35,Yes
2837-ABCDE,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.41,2599.98,No
1531-ABCDE,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,54.16,541.54,No
4557-ABCDE,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),53.88,53.88,Yes
5622-ABCDE,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),44.41,613.09,Yes
2956-ABCDE,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.56,36.56,No
6469-ABCDE,Female,1,Yes,No,70,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),56.07,4077.81,No
2909-ABCDE,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),67.41,3357.64,No
6826-ABCDE,Female,0,No,No,15,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,46.01,683.22,No
5367-ABCDE,Female,1,Yes,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.15,691.95,Yes
1875-ABCDE,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,67.42,195.81,Yes
2371-ABCDE,Female,0,No,No,41,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,53.59,2333.94,No
1770-ABCDE,Male,1,Yes,Yes,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.61,919.58,Yes
5115-ABCDE,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,52.91,1232.51,Yes
5578-ABCDE,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),59.93,234.02,Yes
1984-ABCDE,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,75.98,2368.72,No
0532-ABCDE,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.93,75.19,Yes
5040-ABCDE,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,58.22,850.64,No
5318-ABCDE,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.4,201.3,No
6083-ABCDE,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,60.54,441.31,No
5331-ABCDE,Male,0,Yes,No,24,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),57.77,1427.64,Yes
2164-ABCDE,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.13,288.68,Yes
0732-ABCDE,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),55.26,389.56,No
2340-ABCDE,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,62.26,707.93,Yes
6877-ABCDE,Male,0,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,45.12,86.08,Yes
2233-ABCDE,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.48,2046.66,No
6158-ABCDE,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.59,357.52,Yes
2927-ABCDE,Female,0,No,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),56.64,1107.81,No
1256-ABCDE,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.07,687.37,No
2105-ABCDE,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),45.12,354.93,No
5145-ABCDE,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.83,272.52,No
3880-ABCDE,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,72.56,740.18,No
0899-ABCDE,Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,72.07,2050.22,Yes
0429-ABCDE,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.16,768.85,No
4858-ABCDE,Female,0,No,Yes,48,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.53,1829.6,No
2894-ABCDE,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,62.76,4417.17,Yes
5510-ABCDE,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,67.66,134.27,No
6372-ABCDE,Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,39.46,39.46,No
1223-ABCDE,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,62.83,130.92,Yes
5353-ABCDE,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,41.21,702.67,No
6033-ABCDE,Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.64,1814.88,No
4039-ABCDE,Female,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.36,368.52,Yes
4610-ABCDE,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.5,1805.81,No
3177-ABCDE,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.76,493.61,Yes
1097-ABCDE,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.83,1015.66,Yes
2073-ABCDE,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.02,1920.92,Yes
6359-ABCDE,Female,0,Yes,No,49,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,56.24,2877.5,Yes
3843-ABCDE,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,52.19,1261.84,No
5941-ABCDE,Male,1,Yes,No,33,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),62.66,2081.01,No
1789-ABCDE,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,76.02,76.02,Yes
5102-ABCDE,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),52.79,1514.99,No
6550-ABCDE,Male,1,Yes,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.94,105.33,No
0529-ABCDE,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,55.19,344.2,Yes
3144-ABCDE,Female,1,Yes,No,26,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,64.26,1572.7,No
0193-ABCDE,Female,0,No,No,0,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),50.23,50.23,No
6252-ABCDE,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),72.75,1665.27,Yes
1127-ABCDE,Male,0,No,Yes,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.88,1060.03,Yes
2690-ABCDE,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,64.34,309.28,Yes
2708-ABCDE,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.95,1001.11,No
6891-ABCDE,Male,1,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.79,1878.34,Yes
0305-ABCDE,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,46.48,518.55,No
2958-ABCDE,Female,0,No,Yes,48,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,58.71,2840.19,No
1293-ABCDE,Female,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.32,50.32,No
0071-ABCDE,Female,0,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41.7,390.94,Yes
5979-ABCDE,Female,1,No,No,21,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,63.99,1273.88,No
4395-ABCDE,Female,1,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,79.92,494.01,Yes
2616-ABCDE,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),61.62,4484.75,No
0832-ABCDE,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),77.74,315.28,No
3076-ABCDE,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),59.14,177.63,No
1457-ABCDE,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.4,285.31,No
4288-ABCDE,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.45,30.45,Yes
0239-ABCDE,Female,0,No,No,35,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),61.45,2208.69,Yes
0093-ABCDE,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.72,2115.31,No
2688-ABCDE,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,67.59,1015.34,No
6257-ABCDE,Female,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.76,1053.98,No
6116-ABCDE,Female,1,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,55.91,111.1,Yes
5516-ABCDE,Female,1,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),48.53,196.77,No
4305-ABCDE,Female,0,Yes,No,7,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,37.74,288.48,No
5188-ABCDE,Male,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.66,21.66,No
4418-ABCDE,Male,0,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.68,41.72,No
1002-ABCDE,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),57.18,1749.95,No
3858-ABCDE,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.85,4179.66,No
6751-ABCDE,Male,0,Yes,No,22,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),49.73,1070.48,No
2378-ABCDE,Female,1,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.13,2218.12,Yes
3759-ABCDE,Male,0,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,18.25,Yes
3533-ABCDE,Male,1,No,No,14,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),57.07,794.47,Yes
3555-ABCDE,Male,0,Yes,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.42,248.05,No
1533-ABCDE,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),65.57,848.74,No
2411-ABCDE,Female,0,Yes,No,29,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.69,1379.73,No
4255-ABCDE,Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.36,699.88,No
0412-ABCDE,Female,1,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,52.4,1826.64,No
3297-ABCDE,Female,1,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,69.18,861.69,Yes
6758-ABCDE,Female,1,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.52,856.78,Yes
6504-ABCDE,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),59.09,882.51,Yes
5172-ABCDE,Female,0,Yes,No,11,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,37.59,421.83,No
5867-ABCDE,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),67.79,599.3,No
3323-ABCDE,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.45,149.94,Yes
3232-ABCDE,Female,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),67.56,801.78,Yes
6424-ABCDE,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),47.34,3048.36,Yes
5362-ABCDE,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),48.97,256.06,No
4398-ABCDE,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,74.53,4987.99,No
0634-ABCDE,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.79,613.04,No
0499-ABCDE,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,70.03,70.03,No
2464-ABCDE,Female,0,Yes,No,45,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.12,2404.62,No
3793-ABCDE,Female,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.26,868.19,No
0638-ABCDE,Male,1,Yes,No,69,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,28.46,2137.22,No
0721-ABCDE,Female,0,Yes,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.04,1033.89,Yes
0289-ABCDE,Male,1,No,No,10,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),47.24,486.7,Yes
0758-ABCDE,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,66.24,66.24,Yes
2544-ABCDE,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.56,1174.75,No
4763-ABCDE,Female,0,No,Yes,17,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),57.51,965.97,Yes
4163-ABCDE,Female,1,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,47.83,1854.96,Yes
4208-ABCDE,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.97,180.54,Yes
4059-ABCDE,Female,1,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.46,190.25,No
0597-ABCDE,Female,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),58.32,943.47,No
5466-ABCDE,Female,0,Yes,Yes,47,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,45.28,2111.63,No
1069-ABCDE,Male,0,Yes,No,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),50.22,691.16,No
1943-ABCDE,Female,0,Yes,No,16,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,51.43,850.86,No
1648-ABCDE,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.58,147.38,No
3379-ABCDE,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.37,3500.13,Yes
1701-ABCDE,Female,0,Yes,No,11,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),29.71,303.72,No
5647-ABCDE,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,76.28,597.44,No
4160-ABCDE,Female,0,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,44.11,1677.17,No
2698-ABCDE,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,58.22,109.66,No
4374-ABCDE,Male,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.91,152.25,Yes
3967-ABCDE,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.32,4265.46,Yes
6855-ABCDE,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,55.26,55.26,No
0087-ABCDE,Female,1,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.43,320.34,No
2309-ABCDE,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,63.11,1828.65,No
4742-ABCDE,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.52,61.42,No
3828-ABCDE,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.92,143.26,Yes
2848-ABCDE,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.5,2777.01,Yes
1030-ABCDE,Female,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),63.32,1982.54,No
3657-ABCDE,Male,0,No,No,14,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),66.06,904.76,No
3787-ABCDE,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.79,1366.45,Yes
2145-ABCDE,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),70.02,339.93,No
6574-ABCDE,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.69,513.89,No
1201-ABCDE,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),54.93,1045.96,Yes
2026-ABCDE,Male,0,Yes,No,25,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.67,1417.19,Yes
0622-ABCDE,Male,0,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.99,444.26,No
6403-ABCDE,Male,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,73.72,1454.12,Yes
0567-ABCDE,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),70.06,290.31,Yes
1838-ABCDE,Male,0,Yes,No,7,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),34.73,243.47,No
1335-ABCDE,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.43,845.28,No
5691-ABCDE,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),47.24,317.87,No
6698-ABCDE,Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.08,1632.44,Yes
2100-ABCDE,Male,1,No,Yes,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,66.03,582.92,No
6696-ABCDE,Female,0,Yes,No,5,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.71,197.6,No
2645-ABCDE,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.71,1481.67,No
5502-ABCDE,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),64.93,129.32,No
1689-ABCDE,Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.3,542.01,No
0746-ABCDE,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,65.19,380.47,No
5399-ABCDE,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.75,959.36,No
2821-ABCDE,Female,0,Yes,No,33,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,52.96,1869.36,Yes
2188-ABCDE,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.44,229.89,Yes
0196-ABCDE,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,62.73,792.44,Yes
1153-ABCDE,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,55.49,1049.58,Yes
2651-ABCDE,Male,1,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),54.06,220.33,No
4634-ABCDE,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.78,200.93,Yes
0803-ABCDE,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.38,28.38,No
4304-ABCDE,Female,1,No,No,12,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),65.44,793.75,Yes
2351-ABCDE,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,70.69,1722.11,Yes
6663-ABCDE,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,64.02,122.33,Yes
